A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!C:/USERS/KEVIN/DESKTOP/CARPETAS/ARCHIVOS DE LA U/CLASES/7MO SEMESTRE/ELECTRONICA 2 VICTOR/PCIE11414_KEVINFLORES/PCI11414_KEVIN FLORES/allegro/pci11414_kevin flores.brd!Tue May 12 02:39:03 2026!-100.0000!-100.0000!300.0000!200.0000!0.0001!millimeters!PCI11414_KEVIN FLORES!10.400000 mil!2!OUT OF DATE!
S!1V1_BRD!33R1!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins17669521@discrete.\bead.normal\(chips)!BEAD_RC0603N_YAG_BEAD!!!F441!!!!!!!!!!
S!VDD11PB!33R1!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins17669521@discrete.\bead.normal\(chips)!BEAD_RC0603N_YAG_BEAD!!!F441!!!!!!!!!!
S!VDD25!33R3!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins17669619@discrete.\bead.normal\(chips)!BEAD_RC0603N_YAG_BEAD!!!F440!!!!!!!!!!
S!2V5_BRD!33R3!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins17669619@discrete.\bead.normal\(chips)!BEAD_RC0603N_YAG_BEAD!!!F440!!!!!!!!!!
S!0V95_EXT!BD1!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139345@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F439!!!!!!!!!!
S!0V95_VDDC!BD1!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139345@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F439!!!!!!!!!!
S!0V95_EXT!BD2!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139747@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F438!!!!!!!!!!
S!0V95_VP!BD2!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139747@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F438!!!!!!!!!!
S!0V95_EXT!BD3!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140033@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F437!!!!!!!!!!
S!0V95C_VDDC!BD3!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140033@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F437!!!!!!!!!!
S!1V8_EXT!BD4!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140115@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F436!!!!!!!!!!
S!1V8C_VDDR!BD4!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140115@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F436!!!!!!!!!!
S!1V8_EXT!BD5!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140263@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F435!!!!!!!!!!
S!1V8_VPH!BD5!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140263@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F435!!!!!!!!!!
S!1V8_EXT!BD6!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140461@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F434!!!!!!!!!!
S!1V8_VDDR!BD6!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140461@passives.\hi1812v101r-10.normal\(chips)!HI1812V101R-10_FB_HI1812V101R-10_HI1812V101R-10!!!F434!!!!!!!!!!
S!1V8_VDDR!C100!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141471@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F433!!!!!!!!!!
S!3V3_EXT1!C100!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141471@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F433!!!!!!!!!!
S!1V8_VPH!C105!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141551@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F432!!!!!!!!!!
S!3V3_EXT1!C105!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141551@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F432!!!!!!!!!!
S!0V95_VP!C109!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141407@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F431!!!!!!!!!!
S!3V3_EXT1!C109!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141407@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F431!!!!!!!!!!
S!1V8_VDDR!C83!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140963@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F430!!!!!!!!!!
S!3V3_EXT1!C83!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins140963@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F430!!!!!!!!!!
S!0V95_VP!C99!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141391@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F429!!!!!!!!!!
S!3V3_EXT1!C99!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141391@discrete.\cap np.normal\(chips)!CAP NP_SMC0805T_47UF/6.3V!!!F429!!!!!!!!!!
S!1V8_VDDR!C101!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141487@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F428!!!!!!!!!!
S!3V3_EXT1!C101!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141487@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F428!!!!!!!!!!
S!1V8_VPH!C106!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141567@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F427!!!!!!!!!!
S!3V3_EXT1!C106!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins141567@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F427!!!!!!!!!!
S!1V8_EXT!C146!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16880165@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F426!!!!!!!!!!
S!3V3_EXT1!C146!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16880165@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F426!!!!!!!!!!
S!3V3_EXT1!C148!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16880414@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F425!!!!!!!!!!
S!1V8_EXT!C148!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16880414@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F425!!!!!!!!!!
S!1V8_EXT!C164!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16898466@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F424!!!!!!!!!!
S!3V3_EXT1!C164!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins16898466@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F424!!!!!!!!!!
S!0V95_VDDC!C54!1!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139369@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F423!!!!!!!!!!
S!3V3_EXT1!C54!2!@\pci11414_kevin flores\.\pcie switch\(sch_1):ins139369@discrete.\cap np.normal\(chips)!CAP NP_SMC0603T_10UF/6.3V!!!F423!!!!!!!!!!
